monks-1
522,1.0,1.0,1.0,1,1.0,1.0,1.0,0
475,1.0,1.0,1.0,1,1.0,1.0,1.0,0
468,1.0,1.0,1.0,0,1.0,1.0,1.0,1
482,1.0,1.0,1.0,1,1.0,1.0,1.0,0
443,1.0,1.0,1.0,1,1.0,1.0,1.0,0
monks-2
682,1.0,1.0,1.0,1,1.0,1.0,1.0,0
741,1.0,1.0,1.0,1,1.0,1.0,1.0,0
879,1.0,1.0,1.0,0,1.0,1.0,1.0,0
723,1.0,1.0,1.0,1,1.0,1.0,1.0,0
816,1.0,1.0,1.0,0,1.0,1.0,1.0,0
monks-3
541,1.0,1.0,1.0,1,1.0,1.0,1.0,0
526,1.0,1.0,1.0,1,1.0,1.0,1.0,0
475,1.0,1.0,1.0,0,1.0,1.0,1.0,1
478,1.0,1.0,1.0,0,1.0,1.0,1.0,1
503,1.0,1.0,1.0,1,1.0,1.0,1.0,0
mushroom
6850,0.935320781032078,0.9080381471389646,0.9634983736899169,7,0.9304857621440537,0.8954143201930812,0.9686684073107049,3
7191,0.978905160390516,0.9878318584070797,0.9681966028189375,6,0.9803182579564489,0.9867491166077739,0.9721496953872933,3
7067,0.8917364016736402,0.90067214339059,0.8717022045536682,8,0.894891122278057,0.9196261682242991,0.856396866840731,3
4765,0.87778940027894,0.896392939370683,0.8442356342609324,8,0.8747906197654941,0.8828828828828829,0.8529155787641427,3
5257,0.8474546722454672,0.8226466575716235,0.8717022045536682,7,0.8471524288107203,0.831081081081081,0.856396866840731,2
house
391,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9477611940298507,0.9594594594594594,0.9466666666666667,0
631,0.9634551495016611,0.994535519125683,0.9479166666666666,2,0.9402985074626866,0.958904109589041,0.9333333333333333,1
427,0.9568106312292359,0.994475138121547,0.9375,1,0.9328358208955224,0.9852941176470589,0.8933333333333333,0
461,0.9601328903654485,0.9891304347826086,0.9479166666666666,2,0.9477611940298507,0.9594594594594594,0.9466666666666667,0
702,0.9534883720930233,0.9944444444444445,0.9322916666666666,1,0.9253731343283582,0.9850746268656716,0.88,1
