monks-1
551,1.0,1.0,1.0,0,1.0,1.0,1.0,1
596,1.0,1.0,1.0,0,1.0,1.0,1.0,1
514,1.0,1.0,1.0,1,1.0,1.0,1.0,0
512,1.0,1.0,1.0,0,1.0,1.0,1.0,0
493,1.0,1.0,1.0,1,1.0,1.0,1.0,0
monks-2
982,1.0,1.0,1.0,1,1.0,1.0,1.0,0
809,1.0,1.0,1.0,0,1.0,1.0,1.0,0
898,1.0,1.0,1.0,1,1.0,1.0,1.0,0
923,1.0,1.0,1.0,1,1.0,1.0,1.0,0
954,1.0,1.0,1.0,1,1.0,1.0,1.0,0
monks-3
624,1.0,1.0,1.0,1,1.0,1.0,1.0,0
567,1.0,1.0,1.0,1,1.0,1.0,1.0,0
613,1.0,1.0,1.0,1,1.0,1.0,1.0,0
533,1.0,1.0,1.0,0,1.0,1.0,1.0,1
489,1.0,1.0,1.0,1,1.0,1.0,1.0,0
mushroom
7551,0.9199790794979079,0.9034965034965035,0.9338633899530178,6,0.9216917922948074,0.8975206611570248,0.9451697127937336,2
5718,0.9316596931659693,1.0,0.8583303216479942,12,0.9262981574539364,1.0,0.8468233246301131,5
6270,0.9384588563458857,0.9167817679558011,0.9595229490422841,7,0.9288107202680067,0.9015586546349467,0.9564838990426457,3
10404,0.9166666666666666,0.8729227761485826,0.9681966028189375,7,0.9087102177554439,0.8572524942440521,0.9721496953872933,3
9548,0.9534518828451883,0.9681647940074907,0.9342247921937116,7,0.9443048576214406,0.9576576576576576,0.9251523063533508,4
house
370,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9477611940298507,0.9594594594594594,0.9466666666666667,1
797,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9402985074626866,0.958904109589041,0.9333333333333333,0
339,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9477611940298507,0.9594594594594594,0.9466666666666667,0
551,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9477611940298507,0.9594594594594594,0.9466666666666667,0
662,0.9568106312292359,0.9890710382513661,0.9427083333333334,2,0.9253731343283582,0.9577464788732394,0.9066666666666666,0
