monks-1
1403,0.5,0.5,1.0,1,0.5,0.5,1.0,0
2560,0.7016129032258065,0.8378378378378378,0.5,1,0.7291666666666666,0.8837209302325582,0.5277777777777778,0
2185,0.7338709677419355,1.0,0.46774193548387094,1,0.75,1.0,0.5,0
2760,0.7419354838709677,0.8947368421052632,0.5483870967741935,1,0.75,0.8857142857142857,0.5740740740740741,0
2837,0.7338709677419355,1.0,0.46774193548387094,1,0.75,1.0,0.5,0
monks-2
4095,0.621301775147929,0.621301775147929,1.0,1,0.6712962962962963,0.6712962962962963,1.0,0
3707,0.621301775147929,0.621301775147929,1.0,1,0.6712962962962963,0.6712962962962963,1.0,1
4305,0.621301775147929,0.621301775147929,1.0,1,0.6712962962962963,0.6712962962962963,1.0,0
4098,0.621301775147929,0.621301775147929,1.0,1,0.6712962962962963,0.6712962962962963,1.0,0
4449,0.621301775147929,0.621301775147929,1.0,1,0.6712962962962963,0.6712962962962963,1.0,0
monks-3
1767,0.7786885245901639,0.7037037037037037,0.95,1,0.8055555555555556,0.75,0.9473684210526315,0
2451,0.8114754098360656,0.7466666666666667,0.9333333333333333,1,0.8287037037037037,0.7938931297709924,0.9122807017543859,0
2419,0.8032786885245902,0.7307692307692307,0.95,1,0.8472222222222222,0.8,0.9473684210526315,1
2143,0.7786885245901639,0.7037037037037037,0.95,0,0.8055555555555556,0.75,0.9473684210526315,1
2583,0.8278688524590164,0.8823529411764706,0.75,1,0.8078703703703703,0.864321608040201,0.7543859649122807,0
mushroom
4104,0.9429916317991632,1.0,0.8818214672930972,3,0.9401172529313233,1.0,0.8755439512619669,1
4535,0.9112622036262203,0.8834918478260869,0.9400072280448138,3,0.9103852596314908,0.8767123287671232,0.9469103568320278,1
4863,0.9013249651324965,0.8887318968562345,0.909288037585833,4,0.8986599664991625,0.886615515771526,0.9051348999129678,1
5083,0.9447350069735007,1.0,0.8854354897000362,3,0.9468174204355109,1.0,0.8894691035683203,1
5172,0.9691422594142259,0.9678468208092486,0.9681966028189375,3,0.9702680067001676,0.9662629757785467,0.9721496953872933,2
house
240,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9477611940298507,0.9594594594594594,0.9466666666666667,0
352,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9477611940298507,0.9594594594594594,0.9466666666666667,0
360,0.9534883720930233,0.989010989010989,0.9375,2,0.9477611940298507,0.9857142857142858,0.92,0
223,0.9534883720930233,0.989010989010989,0.9375,1,0.9104477611940298,0.9565217391304348,0.88,0
298,0.9601328903654485,0.9891304347826086,0.9479166666666666,1,0.9477611940298507,0.9594594594594594,0.9466666666666667,0
